squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,mastyear,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate,oft1,mis1,gridyear
23586,M,2018,ARM,2018,KL,2,6/26/18,M5598,M5599,O*/B*,43.763,12,8,384.818,2.533,1.117,375.639,450,248.413,33.601,0,286.486,0.034,300,Y,NA,0,8951,NA,3,127,35.8,5/12/18,45.8,22495,NA,177,-1.412853023,0.7322391432908867,KL 2018
23578,F,2018,ARM,2018,KL,2,7/26/18,F9458,F9459,Y/G*,114.201,22,11,126.528,69.021,24.191,193.627,450,68.602,228.928,0,250.617,0.066,300,Y,NA,0,8842,5/3/18,3,126,12.4,5/30/18,41.1,22296,123,207,1.1569639361635173,-0.81377797,KL 2018
23520,F,2018,ARM,2018,KL,2,7/15/18,F9472,F9473,Y*/W*,105.022,41,9,119.951,103.554,26.327,161.517,450,296.76,2.736,0,295.595,0.134,300,Y,NA,0,8790,4/29/18,2,121,13.2,5/27/18,71.4,21350,119,196,1.8091557145997952,1.0529559528602155,KL 2018
23419,F,2018,ARM,2018,KL,2,7/14/18,F9205,F9206,O*/Bk,90.917,73,10,283.527,86.872,9.542,108.292,450,144.274,181.815,0,277.476,0.434,300,Y,NA,0,8729,4/22/18,2,113,12,5/22/18,76,20220,112,195,2.281716522066918,-0.361160314,KL 2018
23505,M,2018,ARM,2018,KL,2,7/18/18,F9478,F9479,G*/W,220.318,39,10,130.429,39.726,17.263,117.058,450,182.781,101.269,0,290.59,0.768,300,Y,broken leg; CJB,0,8843,4/29/18,3,120,12.1,5/24/18,43.8,22297,119,199,2.2522094696495993,0.1223485840462303,KL 2018
23485,M,2018,ARM,2018,KL,2,7/15/18,F9476,F9211,Y*/R,79.57,17,3,230.698,37.745,28.444,233.026,450,63.195,26.625,0,250.45,2.403,300,Y,NA,0,8743,4/27/18,3,118,15.9,5/24/18,54.3,20409,117,196,-0.275180756,0.054513901,KL 2018
23688,F,2018,ARM,2018,KL,2,8/6/18,F9423,F9424,W/G*,39.886,4,4,3.136,0,137.271,407.948,450,16.214,205.337,0,298.598,4.505,300,Y,NA,0,8941,5/18/18,2,142,14.2,6/12/18,50.6,19719,138,218,-1.864008803,-1.123086256,KL 2018
23387,F,2018,ARM,2018,KL,2,7/8/18,M5990,M5991,G*/G*,89.888,31,8,185.887,89.462,7.141,193.033,450,293.491,5.238,0,296.228,8.775,300,Y,NA,0,8927,4/19/18,2,109,10.8,5/14/18,48.2,19846,109,189,1.149145422,0.99242609818429794,KL 2018
23492,F,2018,ARM,2018,KL,2,7/2/18,F9337,F9338,G*/B,194.887,43,5,140.944,31.062,9.776,108.801,450,5.673,201.4,0,279.712,19.085,300,Y,NA,0,8718,4/27/18,3,118,12.7,5/23/18,56.5,19984,117,183,1.8401563797061853,-1.142776453,KL 2018
23494,F,2018,ARM,2018,KL,2,7/18/18,F9339,F9340,O*/O,95.592,2,11,1.501,196.251,18.085,155.917,450,6.306,286.984,0,299.198,187.22,300,Y,NA,0,8718,4/27/18,3,118,13,5/23/18,57.5,19984,117,199,2.156331775960901,-2.223817031,KL 2018
23401,F,2018,ARM,2018,KL,2,7/8/18,M6024,M6025,W*/W*,42.788,6,3,19.687,0,4.471,392.806,450,0.867,0,0,292.391,292.391,300,Y,NA,0,8933,4/21/18,3,112,12.3,5/17/18,54.8,20857,111,189,-1.330259935,-1.344896206,KL 2018
23496,M,2018,ARM,2018,KL,2,7/10/18,F9288,F9289,Y*/Y,64.588,22,6,179.049,13.241,17.917,54.315,450,0.366,0,0,298.964,298.964,300,Y,time of trial missing in video - log book time 16:48,0,8784,4/23/18,2,118,20,5/21/18,67.1,21215,113,191,0.5658010176254772,-1.394539511,KL 2018
23577,M,2018,ARM,2018,KL,2,7/28/18,F9460,F9461,O/O*,76.545,4,8,44.912,31.457,21.224,329.217,450,0,244.242,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8842,5/3/18,3,126,13.1,5/30/18,42.8,22296,123,209,-0.40347624,-2.490939173,KL 2018
23463,M,2018,ARM,2018,KL,2,7/17/18,F9333,F9334,R*/G,15.133,1,3,432.683,0,0,430.444,450,0,299.464,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8709,4/25/18,3,115,10.3,5/23/18,50.7,19764,115,198,-2.448308592,-2.736772514,KL 2018
23464,F,2018,ARM,2018,KL,2,7/17/18,F9209,F9210,Y*/O,10.769,3,0,381.032,10.131,9.309,421.453,450,0,299.996,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8709,4/25/18,3,115,11,5/23/18,52,19764,115,198,-2.430122422,-2.739140833,KL 2018
