squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,mastyear,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate,gridyear,oft1,mis1
22979,M,2017,ARM,2017,SU,2,2017-07-24,M4820,M4821,Y*/Y*,45.803,5,5,49.784,33.547,4.276,375.272,450,264.905,22.852,0,18.012,18.012,300,Y,NA,0,7908,2017-05-09,3,136,25.7,2017-06-03,60.1,19742,129,205,SU 2017,-1.4010658663382953,1.8454036636030688
22685,F,2017,ARM,2017,SU,2,2017-07-24,M4654,M4653,R*/B*,403.14,1,2,422.489,6.725,4.924,6.864,450,261.073,28.615,0,294.459,18.685,300,N,NA,0,8034,2017-04-24,2,114,10.8,2017-05-20,65.8,20061,114,205,SU 2017,1.387405821339087,0.790849463320135
23080,M,2017,ARM,2017,KL,3,2017-07-29,M4919,M4920,Y*/G,4.837,0,0,0,0,4.345,445.039,450,226.052,66.035,0,295.464,24.528,300,Y,note that this is technically trial #3,0,7851,2017-05-13,3,143,25.9,2017-06-07,46.5,21269,133,210,KL 2017,-2.301478193791577,0.44802517429544003
23079,M,2017,ARM,2017,KL,2,2017-07-29,M4917,M4918,G*/R,120.047,37,4,250.416,1.302,12.675,187.849,450,56.867,217.777,0,298.472,77.268,300,Y,NA,0,7851,2017-05-13,3,143,24.8,2017-06-07,46.2,21269,133,210,KL 2017,-0.3226255630500093,-1.1730641351887308
22874,M,2017,ARM,2017,KL,2,2017-07-24,M4967,M4968,O*/G,4.764,1,2,76.176,0,24.501,435.897,450,299.705,0,0,206.59,117.968,300,Y,NA,0,7816,2017-05-08,4,128,8.9,2017-06-05,45.5,20995,128,205,KL 2017,-2.4200790534169903,1.0301657038570626
23027,F,2017,ARM,2017,KL,2,2017-07-29,M4978,M4979,R*/O,0.818,1,2,210.016,0,8.363,446.313,450,0,299.833,0,188.629,188.629,300,N,NA,0,7796,2017-05-13,3,138,20.1,2017-06-07,56,20688,133,210,KL 2017,-2.7124510699949,-1.7997695715115323
22864,M,2017,ARM,2017,KL,2,2017-07-20,M2182,M2183,W*/R,31.28,14,6,178.938,0.865,20.763,389.815,450,0,76.206,0,233.626,233.626,300,N,NA,0,7928,2017-05-06,2,127,11.2,2017-05-31,48.5,21075,126,201,KL 2017,-1.8931936969389185,-1.1980416697015857
22657,M,2017,ARM,2017,KL,2,2017-07-27,M4624,M4625,R*/B*,277.88,14,9,97.573,68.623,10.844,47.733,450,19.344,249.144,0,237.027,237.027,300,N,NA,0,7822,2017-04-22,3,113,11.9,2017-05-18,54.5,21155,112,208,KL 2017,1.8399237023382142,-1.8601495153620033
22966,F,2017,ARM,2017,SU,2,2017-07-25,M4648,M4649,B*/Y*,13.754,1,1,0,0,9.854,438.132,450,0,299.818,0,250.344,250.344,300,Y,NA,0,7922,2017-05-08,3,128,23.7,2017-06-02,57.4,20948,128,206,SU 2017,-2.1792784636342493,-2.260397631805516
22659,F,2017,ARM,2017,KL,2,2017-07-06,M4670,M4671,Y*/G*,58.054,57,7,335.088,4.7,3.237,213.288,450,0.234,296.527,0,298.651,298.651,300,N,NA,0,7822,2017-04-22,3,113,11.2,2017-05-18,49.8,21155,112,187,KL 2017,-0.5419031948952252,-2.606132845498058
23025,M,2017,ARM,2017,KL,2,2017-07-24,M4955,M4956,G*/Y,4.315,5,0,442.748,5.77,0,330.238,450,0,299.513,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7745,2017-05-09,3,138,26.2,2017-06-03,46.5,19766,129,205,KL 2017,-2.7009915586301974,-2.6297915981614377
22865,F,2017,ARM,2017,KL,2,2017-07-21,M4690,M4691,O*/B,3.71,3,0,446.966,8.489,0,430.768,450,0,299.999,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7928,2017-05-06,2,127,11.8,2017-05-31,51,21075,126,202,KL 2017,-3.113680420058803,-2.6318292963966337
23080,M,2017,ARM,2017,KL,2,2017-07-12,M4919,M4920,Y*/G,145.02,8,11,9.043,200.179,22.522,87.697,450,0,298.098,0,292.593,292.593,300,Y,note that this is technically trial #2,0,7851,2017-05-13,3,143,25.9,2017-06-07,46.5,21269,133,193,KL 2017,1.5698413143204064,-2.568566921587196
23501,F,2018,ARM,2018,KL,1,2018-06-16,F9328,F9329,Y*/B*,167.861,48,7,230.934,11.607,0,48.648,450,238.04,34.766,55,17.184,0.6,300,Y,NA,0,8717,2018-04-25,4,120,20.9,2018-05-21,52.4,19983,115,167,KL 2018,0.9876840129637334,2.9415696839738565
23525,M,2018,ARM,2018,KL,2,2018-07-15,F9496,F9497,W*/B,14.74,5,1,434.051,2.749,2.702,402.801,450,231.434,35.532,28,10.11,0.033,300,Y,NA,0,8723,2018-04-30,2,122,13.1,2018-05-28,63.6,20079,120,196,KL 2018,-2.8713845475649835,2.347354198919208
23566,F,2018,ARM,2018,KL,2,2018-07-14,F9330,F9331,G*/B*,160.744,23,6,206.22,21.814,8.908,207.249,450,158.323,91.189,19,22.023,0.334,300,Y,NA,0,8777,2018-04-25,2,125,24.1,2018-05-22,NA,21022,115,195,KL 2018,-0.038967308424509295,1.5390224701579318
23580,M,2018,ARM,2018,KL,1,2018-06-16,F9322,F9323,R*/W*,160.922,37,2,187.856,26.699,25.327,152.101,450,193.924,89.423,12,1.568,0.034,300,Y,NA,0,8752,NA,3,126,28.6,2018-05-22,59.1,20628,NA,167,KL 2018,0.24292749436794406,1.6323085110645579
23419,F,2018,ARM,2018,KL,1,2018-06-12,F9205,F9206,O*/Bk,140.724,73,4,115.982,85.741,14.681,109.714,450,234.124,48.58,10,2.636,0.034,300,Y,NA,0,8729,2018-04-22,2,113,12,2018-05-22,76,20220,112,163,KL 2018,1.4374222103582663,1.9396886927594121
23494,F,2018,ARM,2018,KL,1,2018-06-25,F9339,F9340,O*/O,171.174,81,15,192.592,84.847,0,66.182,450,213.149,52.516,10,21.221,9.376,300,Y,NA,0,8718,2018-04-27,3,118,13,2018-05-23,57.5,19984,117,176,KL 2018,2.2654887554128535,1.723844747425117
23558,F,2018,ARM,2018,KL,1,2018-06-18,F9470,F9471,B*/O,41.316,29,8,378.662,1.234,11.411,316.598,450,206.337,59.893,8,7.975,0.067,300,Y,NA,0,8699,2018-04-30,3,125,27.6,2018-05-28,63.2,19583,120,169,KL 2018,-1.615596511230289,1.702054471622126
23566,F,2018,ARM,2018,KL,1,2018-06-16,F9330,F9331,G*/B*,109.016,34,5,269.983,21.943,10.821,77.51,450,245.41,37.403,4,78.412,0.934,300,Y,NA,0,8777,2018-04-25,2,125,24.1,2018-05-22,NA,21022,115,167,KL 2018,0.08190604105953009,1.626894327223172
23506,M,2018,ARM,2018,KL,1,2018-06-29,F9480,F9481,Y*/P,258.197,47,5,147.178,102.931,12.813,40.667,450,149.281,121.791,4,116.783,79.813,300,Y,NA,0,8843,2018-04-29,3,120,13.1,2018-05-24,46,22297,119,180,KL 2018,2.175819059127771,0.39313120870348867
23689,M,2018,ARM,2018,KL,1,2018-07-11,F9421,F9422,R/O*,99.357,27,0,267.485,60.73,12.179,133.455,450,289.222,4.004,3,49.65,0.1,300,Y,NA,0,8945,NA,3,142,26.6,2018-06-12,76.7,21075,NA,192,KL 2018,-0.3022595825696955,2.0535698806752234
23558,F,2018,ARM,2018,KL,2,2018-07-17,F9470,F9470,B*/O,137.675,111,9,236.903,9.066,4.27,135.697,450,187.184,59.659,3,177.945,0.033,300,Y,NA,0,8699,2018-04-30,3,125,27.6,2018-05-28,63.2,19583,120,198,KL 2018,1.506001276628546,0.8854373274638984
23607,M,2018,ARM,2018,KL,2,2018-07-26,M5524,M5596,B/W*,110.639,53,10,233.783,32.597,12.344,80.332,450,269.535,22.454,3,2.136,1.668,300,Y,NA,0,8738,2018-05-03,3,128,12.8,2018-05-30,40.1,20297,123,207,KL 2018,0.7161869428688148,2.0539455831560822
23401,F,2018,ARM,2018,KL,1,2018-06-23,M6024,M6025,W*/W*,90.902,11,4,259.758,89.968,6.14,90.886,450,291.723,1.367,2,8.108,3.603,300,Y,merged first part of trial 1a with the rest of trial 1b,0,8933,2018-04-21,3,112,12.3,2018-05-17,54.8,20857,111,174,KL 2018,-0.10980655180157449,2.1927183616518335
23465,F,2018,ARM,2018,KL,1,2018-06-20,F9290,F9291,W*/R*,24.129,7,3,321.573,38.056,5.006,258.279,450,214.014,61.961,2,178.662,7.107,300,Y,NA,0,8728,2018-04-23,3,115,14.5,2018-05-22,56.9,20191,113,171,KL 2018,-1.7250635814618684,0.9469767961535914
23631,F,2018,ARM,2018,KL,1,2018-06-26,F9301,F9302,O*/B,142.946,65,7,202.851,31.096,10.877,125.599,450,200.902,92.489,1,63.73,0.634,300,Y,NA,0,8776,2018-04-29,3,132,25.4,2018-05-27,57.3,21007,119,177,KL 2018,0.9170623903103029,1.1819685884696127
23525,M,2018,ARM,2018,KL,1,2018-06-28,F9496,F9497,W*/B,182.499,46,1,196.393,59.3,0,67.69,450,22.455,61.827,0,298.297,0.033,300,Y,NA,0,8723,2018-04-30,2,122,13.1,2018-05-28,63.6,20079,120,179,KL 2018,1.079996962394706,-0.38149321733340213
23379,M,2018,ARM,2018,KL,1,2018-06-10,M5984,M5985,B*/Y*,78.58,2,5,7.741,171.448,11.378,194.635,450,90.823,204.402,0,137.237,0.034,300,Y,NA,0,8925,2018-04-18,3,108,8.5,2018-05-13,44.6,19706,108,161,KL 2018,0.25882927253999366,-0.07832408113917046
23573,F,2018,ARM,2018,KL,1,2018-06-29,F9212,F9213,O*/R,98.616,19,7,295.912,45.762,6.273,192.03,450,207.305,63.363,0,296.53,0.034,300,Y,NA,0,8778,2018-04-30,2,126,15.2,2018-05-27,52.2,21023,120,180,KL 2018,-0.5041751641338272,0.4630121915209899
23666,F,2018,ARM,2018,KL,1,2018-07-04,F9621,F9622,Y/R*,7.101,0,2,0,2.553,0,440.342,450,299.23,0,0,277.51,0.1,300,Y,NA,0,8950,2018-05-07,3,136,17.5,2018-06-04,50.4,22278,127,185,KL 2018,-2.158599255077386,1.2179019626855687
23464,F,2018,ARM,2018,KL,1,2018-06-26,F9209,F9210,Y*/O,128.95,34,7,156.69,3.972,2.302,240.511,450,299.364,0,0,265.698,0.401,300,Y,NA,0,8709,2018-04-25,3,115,11,2018-05-23,52,19764,115,177,KL 2018,-0.13173758487301082,1.2605361552822993
23492,F,2018,ARM,2018,KL,1,2018-06-23,F9337,F9338,G*/B,171.28,28,23,120.622,25.022,10.845,200.677,450,0.266,237.61,0,296.668,0.6,300,Y,NA,0,8718,2018-04-27,3,118,12.7,2018-05-23,56.5,19984,117,174,KL 2018,0.9993375773660261,-1.2160931310910488
23467,M,2018,ARM,2018,KL,1,2018-06-20,F9234,F9235,G*/G,24.254,4,2,294.228,28.542,14.481,327.137,450,192.511,17.085,0,295.228,0.634,300,Y,NA,0,8728,2018-04-23,3,115,12.7,2018-05-22,55.1,20191,113,171,KL 2018,-2.102496023558523,0.5919318883256939
23505,M,2018,ARM,2018,KL,1,2018-06-28,F9478,M9479,G*/W,331.036,41,6,11.211,13.436,13.945,74.994,450,233.73,42.577,0,290.856,0.934,300,Y,NA,0,8843,2018-04-29,3,120,12.1,2018-05-24,43.8,22297,119,179,KL 2018,2.318763163626109,0.6881942706095098
23387,F,2018,ARM,2018,KL,1,2018-06-10,M5990,M5991,G*/G*,123.992,21,14,99.1,86.371,18.026,148.535,450,4.671,291.624,0,280.414,175.108,300,Y,NA,0,8927,2018-04-19,2,109,10.8,2018-05-14,48.2,19846,109,161,KL 2018,0.7399013004548886,-2.027937429046062
23520,F,2018,ARM,2018,KL,1,2018-06-20,F9472,F9473,Y*/W*,12.186,5,2,41.942,10.775,8.109,408.179,450,19.519,242.207,0,288.087,288.087,300,Y,NA,0,8790,2018-04-29,2,121,13.2,2018-05-27,71.4,21350,119,171,KL 2018,-1.9995305828600192,-2.2114179733691937
23577,M,2018,ARM,2018,KL,1,2018-07-04,F9460,F9461,O/O*,72.483,10,5,1.668,113.261,43.009,255.702,450,0.499,298.097,0,295.886,295.886,300,Y,NA,0,8842,2018-05-03,3,126,13.1,2018-05-30,42.8,22296,123,185,KL 2018,-0.30828877827070694,-2.5908646657441072
23496,M,2018,ARM,2018,KL,1,2018-06-13,F9288,F9289,Y*/Y,110.861,32,3,250.902,33.963,22.055,188.067,450,299.998,0,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8784,2018-04-23,2,118,20,2018-05-21,67.1,21215,113,164,KL 2018,-0.37514937209957777,-0.003447167244942175
23607,M,2018,ARM,2018,KL,1,2018-07-07,M5524,M5596,B/W*,26.465,13,2,402.552,1.268,3.304,271.014,450,299.998,0,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8738,2018-05-03,3,128,12.8,2018-05-30,40.1,20297,123,188,KL 2018,-2.061436570377179,-0.003447167244942175
23665,F,2018,ARM,2018,KL,1,2018-07-14,F9623,F9624,G/O*,45.205,10,4,358.008,1.333,4.171,395.7,450,299.998,0,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8950,2018-05-07,3,136,16.2,2018-06-04,49.8,22278,127,195,KL 2018,-2.2789832474483633,-0.003447167244942175
23578,F,2018,ARM,2018,KL,1,2018-07-07,F9458,F9459,Y/G*,28.132,10,4,58.59,10.674,17.885,372.02,450,300,0,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8842,2018-05-03,3,126,12.4,2018-05-30,41.1,22296,123,188,KL 2018,-1.6664850168789118,-0.003438030197994015
23688,F,2018,ARM,2018,KL,1,2018-07-17,F9423,F9424,W/G*,82.746,16,7,300.016,10.541,15.782,254.749,450,0.666,270.738,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8941,2018-05-18,2,142,14.2,2018-06-12,50.6,19719,138,198,KL 2018,-1.13694657855149,-2.5061012933842064
23485,M,2018,ARM,2018,KL,1,2018-06-16,F9476,F9211,Y*/R,78.045,20,0,278.597,19.707,10.377,272.436,450,0,299.165,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8743,2018-04-27,3,118,15.9,2018-05-24,54.3,20409,117,167,KL 2018,-1.3278790518349068,-2.6283325055979643
23463,M,2018,ARM,2018,KL,1,2018-06-28,F9333,F9334,R*/G,12.711,24,0,410.861,6.239,0,368.247,450,0,299.998,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8709,2018-04-25,3,115,10.3,2018-05-23,50.7,19764,115,179,KL 2018,-2.4041061053552197,-2.6318251036019107
23586,M,2018,ARM,2018,KL,1,2018-05-30,M5598,M5599,O*/B*,142.733,47,0,241.523,38.255,7.074,70.086,450,0,300,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8951,NA,3,127,35.8,2018-05-12,45.8,22495,NA,150,KL 2018,0.5289980281304287,-2.631833489191356
23573,F,2018,ARM,2018,KL,2,2018-07-26,F9212,F9213,O*/R,201.29,78,9,101.269,78.051,6.906,73.331,450,226.588,43.278,0,296.729,0.033,300,Y,NA,0,8778,2018-04-30,2,126,15.2,2018-05-27,52.2,21023,120,207,KL 2018,2.3028507232608075,0.6345958441133867
23586,M,2018,ARM,2018,KL,2,2018-06-26,M5598,M5599,O*/B*,43.763,12,8,384.818,2.533,1.117,375.639,450,248.413,33.601,0,286.486,0.034,300,Y,NA,0,8951,NA,3,127,35.8,2018-05-12,45.8,22495,NA,177,KL 2018,-2.0640922358408003,0.8123084348648643
23578,F,2018,ARM,2018,KL,2,2018-07-26,F9458,F9459,Y/G*,114.201,22,11,126.528,69.021,24.191,193.627,450,68.602,228.928,0,250.617,0.066,300,Y,NA,0,8842,2018-05-03,3,126,12.4,2018-05-30,41.1,22296,123,207,KL 2018,0.2228100584143736,-0.6971612124784867
23520,F,2018,ARM,2018,KL,2,2018-07-15,F9472,F9473,Y*/W*,105.022,41,9,119.951,103.554,26.327,161.517,450,296.76,2.736,0,295.595,0.134,300,Y,NA,0,8790,2018-04-29,2,121,13.2,2018-05-27,71.4,21350,119,196,KL 2018,0.6999347984054061,1.1289221182461413
23419,F,2018,ARM,2018,KL,2,2018-07-14,F9205,F9206,O*/Bk,90.917,73,10,283.527,86.872,9.542,108.292,450,144.274,181.815,0,277.476,0.434,300,Y,NA,0,8729,2018-04-22,2,113,12,2018-05-22,76,20220,112,195,KL 2018,0.9876159714690452,-0.2534794653188728
23505,M,2018,ARM,2018,KL,2,2018-07-18,F9478,F9479,G*/W,220.318,39,10,130.429,39.726,17.263,117.058,450,182.781,101.269,0,290.59,0.768,300,Y,broken leg; CJB,0,8843,2018-04-29,3,120,12.1,2018-05-24,43.8,22297,119,199,KL 2018,1.366480190558063,0.21095368546474985
23485,M,2018,ARM,2018,KL,2,2018-07-15,F9476,F9211,Y*/R,79.57,17,3,230.698,37.745,28.444,233.026,450,63.195,26.625,0,250.45,2.403,300,Y,NA,0,8743,2018-04-27,3,118,15.9,2018-05-24,54.3,20409,117,196,KL 2018,-0.9735761638378887,0.11805773653579191
23688,F,2018,ARM,2018,KL,2,2018-08-06,F9423,F9424,W/G*,39.886,4,4,3.136,0,137.271,407.948,450,16.214,205.337,0,298.598,4.505,300,Y,NA,0,8941,2018-05-18,2,142,14.2,2018-06-12,50.6,19719,138,218,KL 2018,-2.2374799173946647,-1.02985239334642
23387,F,2018,ARM,2018,KL,2,2018-07-08,M5990,M5991,G*/G*,89.888,31,8,185.887,89.462,7.141,193.033,450,293.491,5.238,0,296.228,8.775,300,Y,NA,0,8927,2018-04-19,2,109,10.8,2018-05-14,48.2,19846,109,189,KL 2018,0.13148439511738466,1.0682603232399093
23492,F,2018,ARM,2018,KL,2,2018-07-02,F9337,F9338,G*/B,194.887,43,5,140.944,31.062,9.776,108.801,450,5.673,201.4,0,279.712,19.085,300,Y,NA,0,8718,2018-04-27,3,118,12.7,2018-05-23,56.5,19984,117,183,KL 2018,1.049967635063041,-1.0480322300390845
23494,F,2018,ARM,2018,KL,2,2018-07-18,F9339,F9340,O*/O,95.592,2,11,1.501,196.251,18.085,155.917,450,6.306,286.984,0,299.198,187.22,300,Y,NA,0,8718,2018-04-27,3,118,13,2018-05-23,57.5,19984,117,199,KL 2018,0.8773544133536407,-2.115811048233773
23401,F,2018,ARM,2018,KL,2,2018-07-08,M6024,M6025,W*/W*,42.788,6,3,19.687,0,4.471,392.806,450,0.867,0,0,292.391,292.391,300,Y,NA,0,8933,2018-04-21,3,112,12.3,2018-05-17,54.8,20857,111,189,KL 2018,-1.6635265050863164,-1.3132343982254986
23496,M,2018,ARM,2018,KL,2,2018-07-10,F9288,F9289,Y*/Y,64.588,22,6,179.049,13.241,17.917,54.315,450,0.366,0,0,298.964,298.964,300,Y,time of trial missing in video - log book time 16:48,0,8784,2018-04-23,2,118,20,2018-05-21,67.1,21215,113,191,KL 2018,-0.17870369407885311,-1.364589446243546
23577,M,2018,ARM,2018,KL,2,2018-07-28,F9460,F9461,O/O*,76.545,4,8,44.912,31.457,21.224,329.217,450,0,244.242,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8842,2018-05-03,3,126,13.1,2018-05-30,42.8,22296,123,209,KL 2018,-0.9776544373573502,-2.398051641047231
23463,M,2018,ARM,2018,KL,2,2018-07-17,F9333,F9334,R*/G,15.133,1,3,432.683,0,0,430.444,450,0,299.464,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8709,2018-04-25,3,115,10.3,2018-05-23,50.7,19764,115,198,KL 2018,-2.9613098207412136,-2.629586151220029
23464,F,2018,ARM,2018,KL,2,2018-07-17,F9209,F9210,Y*/O,10.769,3,0,381.032,10.131,9.309,421.453,450,0,299.996,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8709,2018-04-25,3,115,11,2018-05-23,52,19764,115,198,KL 2018,-2.91442803927132,-2.6318167180124656
23447,F,2018,VAU,2018,JO,1,2018-08-02,F9272,F9273,R*/G*,150.492,22,14,116.181,144.178,0,52.85,450,237.001,12.981,5,16.083,2.303,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8834,2018-04-23,3,115,15.2,2018-05-19,43.3,22165,113,214,JO 2018,1.6482925582533585,1.9352581675225786
23473,F,2018,VAU,2018,JO,1,2018-07-07,F9170,F9171,W*/G*,191.334,31,26,200.202,50.785,9.108,16.781,450,190.822,68.703,31,21.755,0.3,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8857,2018-04-25,3,116,11.1,2018-05-21,56.6,22543,115,188,JO 2018,1.9747597233527763,2.044588678830606
23474,M,2018,VAU,2018,JO,1,2018-06-30,F9166,F9167,B*/O*,99.025,30,12,257.485,25.623,5.473,22.32,413.811,182.046,87.521,34,25.659,0.767,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8857,2018-04-25,3,116,11.9,2018-05-21,58.3,22543,115,181,JO 2018,0.5948374616735713,1.9749745619796335
23508,F,2018,VAU,2018,JO,1,2018-07-10,F9117,F9118,O*/B*,110.498,17,19,106.007,2.635,12.947,208.373,424.958,2.501,295.704,0,300,300,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8749,2018-04-28,3,120,13.5,2018-05-23,47.4,20488,118,191,JO 2018,0.15331502858242407,-2.602395365854436
23523,M,2018,VAU,2018,JO,1,2018-07-09,F9200,F9119,B*/G,137.313,44,16,167.799,68.083,13.346,59.585,450,2.502,1.468,0,300,0.534,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8741,2018-04-29,4,121,15,2018-05-26,45.7,20388,119,190,JO 2018,1.3974469203086863,-0.22770884457581808
23524,M,2018,VAU,2018,JO,1,2018-07-09,F9198,F9199,R*/P,125.749,39,4,195.064,4.006,25.326,155.136,450,300,0,0,300,3.904,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8741,2018-04-29,4,121,13.7,2018-05-26,43.8,20388,119,190,JO 2018,-0.042553844822840504,1.12473256426988
23540,F,2018,VAU,2018,JO,1,2018-08-04,F9109,F9110,G*/G*,185.819,30,21,210.595,34.97,15.683,30.962,450,175.374,91.957,13,45.88,0.467,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8761,2018-04-26,3,122,16.9,2018-05-22,46.9,20770,116,216,JO 2018,1.537939069615644,1.39515148534134
23541,M,2018,VAU,2018,JO,1,2018-07-12,F9249,F9161,P/W*,162.408,41,7,225.892,44.814,17.017,21.721,450,284.782,12.847,2,43.643,2.035,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8748,2018-04-28,3,119,9.8,2018-05-18,55.9,20440,118,193,JO 2018,1.0547264642079692,1.9889808646174234
23543,M,2018,VAU,2018,JO,1,2018-07-09,F9162,F9163,Y*/Y*,50.513,9,4,380.163,1.836,2.136,143.328,450,0.901,298.298,0,300,300,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8748,2018-04-28,3,119,10.5,2018-05-18,54.6,20440,118,190,JO 2018,-1.3383670304290038,-2.620581112923357
23544,F,2018,VAU,2018,JO,1,2018-07-12,F9101,F9102,R*/B*,255.839,44,24,53.387,87.187,5.606,30.496,450,108.842,70.554,26,115.031,1.434,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8747,2018-04-25,3,118,14.9,2018-05-21,52.5,20439,115,193,JO 2018,3.03854860088028,1.2080433141027744
23618,M,2018,VAU,2018,JO,1,2018-07-03,F9438,M5977,B/Y*,153.641,33,8,104.392,108.142,18.386,63.83,450,0,135.669,0,300,300,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8719,2018-04-23,3,NA,NA,2018-05-10,49.6,20046,113,184,JO 2018,1.3348649427808974,-1.942827339627666
23621,F,2018,VAU,2018,JO,1,2018-07-08,F9443,M5979,R/Y*,157.599,32,13,236.504,35.2,5.606,25.727,450,1.368,297.93,0,300,300,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8719,2018-04-23,3,NA,NA,2018-05-10,28.1,20046,113,189,JO 2018,1.0648916532390782,-2.6169046640030635
23676,F,2018,VAU,2018,JO,1,2018-07-25,F9657,F9658,O*/B,108.259,24,10,325.59,31.634,3.637,42.143,450,173.805,62.795,14,80.113,21.388,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8891,2018-05-13,3,137,14.2,2018-06-10,67.4,23072,133,206,JO 2018,0.20210406600468467,1.327240332997311
23678,M,2018,VAU,2018,JO,1,2018-07-15,F9661,F9662,Y*/R*,132.102,58,8,185.217,35.57,4.405,36.368,450,7.773,288.418,1,4.872,1.902,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8891,2018-05-13,3,137,15.7,2018-06-10,67.4,23072,133,196,JO 2018,1.1915368344161144,-0.3115610423092889
23679,F,2018,VAU,2018,JO,1,2018-08-06,F9626,F9627,R*/Y,173.619,32,6,76.742,162.83,5.505,24.659,450,263.998,27.961,52,0.968,0.301,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8687,NA,1,139,13.2,2018-06-11,43.5,13427,NA,218,JO 2018,1.932057839018747,3.083668219678274
23683,F,2018,VAU,2018,JO,1,2018-07-25,F9144,F9145,Y*/O,159.231,15,11,48.582,32.901,22.722,200.457,450,72.606,220.586,0,300,43.143,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,8759,NA,2,140,29.5,2018-06-05,57.8,20751,NA,206,JO 2018,0.385157182835299,-0.9885006107841803
23797,M,2018,VAU,2018,JO,1,2018-08-06,M5981,-,O*/-,127.341,20,10,124.19,155.904,19.019,82.015,450,185.852,83.518,29,70.203,0.266,300,NA,"Squirrel not visible in ""hang"" for part of trial",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,JO 2018,1.1530983382447464,1.7392177522003602
23889,F,2019,PLK,2019,JO,1,2019-08-21,F9567,F9568,Y/Y,77.043,24,2,318.655,45.263,4.749,209.263,450,0,298.249,0,300,300,300,NA,"guessed tags from db info, info not in video, no approach/attack, latency set to max",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,JO 2019,-0.8811864839394984,-2.62449190563204
23906,M,2019,PLK,2019,KL,1,2019-09-15,M5828,M5829,R!/R!,383.584,12,1,8.999,313.029,3.753,5.499,450,292.741,3.257,2,2.251,1.5,300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,KL 2019,3.9178489405597587,2.2188628395385313
24287,F,2019,PLK,2019,JO,1,2019-09-22,F9809,F9810,W*/G*,123.985,64,7,269.761,199.438,4.25,16.443,450,78.061,170.21,13,0.501,0.251,300,NA,NA,1,9315,NA,4,181,25.9,2019-07-11,35.2,19729,NA,265,JO 2019,1.9530667935360817,0.7891438888657263
24333,F,2019,PLK,2019,JO,1,2019-09-17,F9830,F9832,R*/G*,0.25,2,0,448.999,19.251,0,195.718,450,300,0,0,300,300,300,NA,"squirrel did not see itself at all, both latencies set to max (300)",1,9258,NA,4,NA,NA,2019-07-11,29.7,23922,NA,260,JO 2019,-2.211025789688272,-0.003438030197994015
24360,F,2019,PLK,2019,JO,1,2019-08-18,F9845,F9846,B°/R°,113.691,14,8,229.939,160.88,28.777,56.031,450,292.75,7,0,300,1.25,300,NA,"no attack, latency set to max (300)",1,9106,NA,5,NA,NA,2019-07-16,41.6,21029,NA,230,JO 2019,0.7365725231937262,1.0723733478900614
